mCode,mTitle,mUPC,mDesc,mBrand,mCurr,mLowest,mHighest,mImages,CurrUPC,ProductName,BrandName,ProductDesc,ProductScore,Subcatecory,Category
OK,Sunbelt Bakery Chocolate Chip Granola Bars 10 ct,024300031038,"Fall in love with the first bite of these tasty and chewy Chocolate Chip Granola Bars from Sunbelt Bakery. The bakery-fresh taste along with chunks of chocolate chips will have you reaching for more, whether you add it to your lunchbag or grab one when heading out the door. Age Group: Adult.",Sunbelt Bakery,,0,63.36,"['http://d2ul0w83gls0j4.cloudfront.net/products/74/600/747459.jpg', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/9/1054669.jpg', 'https://target.scene7.com/is/image/Target/GUEST_80c55bab-80ac-4966-a4ba-c5379e027f61?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/17095423-df1e-44f2-9ef9-52f41b8ed386_1.e6ee13cc88a523bc559008da7050be9c.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",024300031038,Granola Bar,Sunbelt Bakery,Chewy Chocolate Chip Granola Bars,29,Snack Bars & Meal Substitutes,Snacks
OK,Glaceau - Smart Water Electrolyte Enhanced Water 20.00 fl oz,786162200433,Glaceau smartwater Vapor Distilled Water: Electrolytes for tasteHydrates responsibly without sodium and artificial ingredientsNo artificial sweeteners and no artificial colors,Glaceau,,0,46.24,"['http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/7/558157.jpg', 'https://www.quill.com/is/image/Quill/sp44851627_s7', 'https://i5.walmartimages.com/asr/1ba9be7a-6a0a-499c-8089-b2deefcf8d8a_1.3cd30637ac4e479959347aa9e7c2d45a.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'http://www.officedepot.com/pictures/us/od/sk/lg/956067_sk_lg.jpg', 'http://c.shld.net/rpx/i/s/pi/mp/10139565/5364505029?src=http%3A%2F%2Famazonlot.com%2Fimg%2FPC%2F31HeqxTklSL.jpg&d=937447680d7cac70de9320c7f017f95e59f06552']",786162200433,Water,Smartwater,Vapor Distilled Water,100,Unsweetened Water,Coffee tea water
OK,NA,NA,NA,NA,NA,NA,NA,NA,041735017437,Scallops,Pics,Bay Scallops,80,Prepared,Fish and seafood
OK,"Blueberries, 11 oz",033383222011,"Blueberries, 11 oz",PRODUCE ELECTRONIC ID BOARD,,0,4.98,"['http://images.jet.com/md5/21acdf83ef5762c1fdfc37377db36ca8.500', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/9/1239449.jpg', 'http://i5.walmartimages.com/asr/fedef562-6bbb-4f41-aa85-3f0899afccb9_1.4e26d51fd0ad1ffb5cdc643864ca1870.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",033383222011,Blueberries,,,100,Fresh,Produce
OK,Coca-Cola - Cola 288.00 fl oz,049000044225,"Enjoy the refreshing, classic taste of Coca-Cola. Great for vending and resale.",Coca-Cola,,0,100,"['http://8016235491c6828f9cae-6b0d87410f7cc1525cc32b79408788c4.r96.cf2.rackcdn.com/1709/61960161_1.jpg', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/2/718542.jpg', 'http://img1.r10.io/PIC/79303899/0/1/250/79303899.jpg', 'http://c.shld.net/rpx/i/s/pi/mp/24256/4650907327?src=http%3A%2F%2Fscene7.samsclub.com%2Fis%2Fimage%2Fsamsclub%2F0004900004422_A%3Fwid%3D1500%26hei%3D1500%26fmt%3Djpg%26qlt%3D80&d=c11fca531b8fc90bd50805a8efc1be573e1d36b6']",049000044225,Soda,Coca Cola,Cola,0,Soda,Drinks
OK,"Barilla Pasta Traditional Basil Pesto Sauce, 6.0 OZ",076808007879,"Barilla Pasta Traditional Basil Pesto Sauce. Barilla &reg; Pasta Traditional Basil Pesto Sauce New size.Net Wt.6 oz (170 g).Delicious on pasta, pizza, and sandwiches. Recycle with glass and metal. Any Comments or Questions Call: 1-800-922-7455.Visit: www. barilla.com.",Barilla America,,2.78,4.34,"['https://jetimages.jetcdn.net/md5/4546b66837881c64eed756b3a54572b9.500', 'https://i5.walmartimages.com/asr/d04b6f97-ca79-4da6-90cf-208d8e3af7fa_1.817a90529c46087c37042f82412c5ece.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",076808007879,Pesto,Barilla,Traditional Basil Pesto,18,"Sauces, Gravies, & Marinade",Condiments
OK,NA,NA,NA,NA,NA,NA,NA,NA,041735072719,Peanut Butter,Price Chopper,Chunky Peanut Butter,75,Nut & Seed Butter,Spreads dips
OK,Nestle Toll House Dark Chocolate Morsels 20 oz,028000394257,"Nestle Toll House Dark Chocolate Morsels, with 53 percent cacao real dark chocolate, bring a rich chocolate flavor bakers love. These morsels bring richer recipes like brownies, bark and fudge to life, making them perfect for any baker's kitchen. Size: 20 ounces.",Nestle,,0,53.4,"['https://jetimages.jetcdn.net/md5/7ba9e76428d68801ff743dfe6d50d796.500', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/3/1156843.jpg', 'https://target.scene7.com/is/image/Target/GUEST_b1618dc2-68fb-465f-b268-66d2bae8d425?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/2b477132-bd48-4a24-b1c4-e6c333bf4ee3_1.64ec42488549234b47fa71176d6aed18.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",028000394257,Chocolate,Toll House,"Chocolate, Dark, Morsels",48,Cocoa & Chocolate,Baking ingredients
OK,NA,NA,NA,NA,NA,NA,NA,NA,003900001894,"Taco Sauce, Original, Medium",Ortega,"Taco Sauce, Original, Medium",55,"Sauces, Gravies, & Marinade",Condiments
OK,"Chobani Flip Low-Fat Greek Yogurt, Cinnabun Fun, 5.3 Oz (Pack of 2)",818290010704,"Cinnamon Lowfat Yogurt with Pastry Crumbles, Chewy Caramels and Cinnamon Roasted Pecans",Chobani,,2.68,2.99,['https://jetimages.jetcdn.net/md5/8caad7d7762b0fd1547618b049b1c5a6.500'],818290010704,Yogurt,Chobani,Cinnamon Greek Yogurt,37,Yogurts & Dairy Drinks,Dairy and eggs
OK,NA,NA,NA,NA,NA,NA,NA,NA,041268195381,Butter,Hannaford,Salted Sweet Cream Butter,34,Butter,Dairy and eggs
OK,NA,NA,NA,NA,NA,NA,NA,NA,041735043450,Egg Product,Price Chopper,Extra Large Eggs,90,Eggs & Substitutes,Dairy and eggs
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,003003402747,Beans,Giant Eagle,"Beans, Black",60,Beans & Legumes,Legumes and nuts
OK,NA,NA,NA,NA,NA,NA,NA,NA,677636000003,Pizza,Cape Code,"Pizza, Cheese",12,Meals & Entrees,Prepared meals
OK,NA,NA,NA,NA,NA,NA,NA,NA,725439955874,Taste OF Inspirations Feta Cheese Crumbled 6 oz,Taste of Inspirations,Taste OF Inspirations Feta Cheese Crumbled 6 oz,25,Cheese & Substitutes,Dairy and eggs
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,078970772025,Spring Mix and Baby Spinach,Olivia's Organics, Olivia's Organics 50/50 Blend,100,Fresh,Produce
OK,"Swedish Fish Soft Chewy Candy (original, 3.5-pound Bulk Bag)",070462431605,"3.5-lb. bag of red Swedish Fish Soft, chewy and delicious Great for parties and more Comes in a resealable bag Fat-free",Swedish Fish,,6.69,23.99,"['http://8016235491c6828f9cae-6b0d87410f7cc1525cc32b79408788c4.r96.cf2.rackcdn.com/3554/84313924_1.jpg', 'http://scene7.samsclub.com/is/image/samsclub/0007046243159_A?$img_size_211x208$']",070462431605,"Swedish Fish, 56 Oz.",,,0,"Cookies, Candy, & Chocolate",Desserts
OK,NA,NA,NA,NA,NA,NA,NA,NA,041735013101,Shrimp,Market 32,Peeled & Cleaned Tail On Cooked Shrimp,75,Prepared,Fish and seafood
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,003582608934,Bread,My Essentials,White Bread,75,Pasta & Noodles,Grains
OK,NA,NA,NA,NA,NA,NA,NA,NA,041735046543,Walnuts,Pics,Chopped Walnuts,80,Nuts & Seeds,Legumes and nuts
OK,"Dannon Light & Fit Greek Yogurt, Peach, 4 Ct",036632013200,Tempt your taste buds with juicy pieces of luscious peaches enveloped in a smooth and creamy blanket of our delicious Greek nonfat yogurt.,Dannon,,5.19,5.38,['https://jetimages.jetcdn.net/md5/2ae176a3f2be7a911d85a9db6ce4fed7.500'],036632013200,Yogurt,Dannon,"Light & Fit, Nonfat Yogurt, Raspberry",90,Yogurts & Dairy Drinks,Dairy and eggs
OK,SKINNY POP  87651 SKINNY POP SKNNYPK 6-100 CAL BAG - Pack of 10 - 3.9 OZ,850251004025,<b>Features</b><ul><li>Product - Skinny Pack</li><li>High Quality</li><li>Pack Of 10</li><li>Net Weight - 3.9 oz.</li></ul>,KeHe Distributors,,0,100,"['https://cdn.shopify.com/s/files/1/1195/5476/products/HG1162502.jpg?v=1540925333', 'https://jetimages.jetcdn.net/md5/8a245b9ef9cde392f047398c4c99eb1a.500', 'http://8016235491c6828f9cae-6b0d87410f7cc1525cc32b79408788c4.r96.cf2.rackcdn.com/1705/51163057_1.jpg', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/7/1075127.jpg', 'http://images.prosperentcdn.com/images/250x250/www.luckyvitamin.com/images/product/xlarge/151391.jpg', 'https://target.scene7.com/is/image/Target/16824019?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/ffe2dc6e-7863-4057-aa26-34cdbb7484a4_1.eb179d4223d5e155443e4a096350e515.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'https://tshop.r10s.com/c49/325/c2b9/e407/809d/db7f/bbc8/11e4e7b222c4544488dd21.gif?_ex=512x512', 'http://c.shld.net/rpx/i/s/pi/mp/4143/7698673718?src=http%3A%2F%2Ficdn.tonzof.com%2F3%2F8%2F5%2F38521309999%2FSkinnyPop_Popcorn_6ea_Pack_of_10.jpg&d=7c28c40c14893d06dc5686c55ef45e359f54e8b3', 'http://site.unbeatablesale.com/img500/kehe19796.gif']",850251004025,Popcorn,Skinny Pop,Popcorn,65,"Chips, Puffs, & Snack Mix",Snacks
OK,Naomi Skin Care Pro Collagen Serum 30 Ml / 1 Oz,011110502049,,Unspecified,NA,21.95,89.99,[],011110502049,Cheese,Kroger,Finely Shredded Mexican Style Cheese,23,Cheese & Substitutes,Dairy and eggs
OK,NA,NA,NA,NA,NA,NA,NA,NA,077890944271,Milk,Wegman's,Vitamin D Milk,74,Milk & Substitutes,Dairy and eggs
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110738424,Chicken Broth,Kroger,"Chicken Broth, Clear",12,Soups & Broths,Prepared meals
OK,NA,NA,NA,NA,NA,NA,NA,NA,725439980906,Hummus,Taste of Inspirations,Roasted Red Pepper Hummus,80,"Dips, Salsa, & Hummus",Spreads dips
OK,Nutter Butter - Cookies - Go Pack 3.50 oz,044000032104,Peanut Butter Bites Go-Paks!.Go-Paks! cups are...Perfect for cup holder; Reach in to snack; Recloseable.,Nutter Butter,,0,19,"['http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/5/1064065.jpg', 'https://i5.walmartimages.com/asr/91f69451-78ec-473f-b247-34342dcb0185_1.e3d93ebb940b1eb9d43166d67474272f.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'http://c.shld.net/rpx/i/s/i/spin/10127449/prod_ec_1568830602', 'http://c.shld.net/rpx/i/s/i/spin/10127449/prod_ec_1568830602']",044000032104,Nutter Butter Cookies,Nutter Butter ,"Peanut Butter Sandwich, Bites, Go-paks! 3.5 oz",0,Baking Mixes,Desserts
OK,"Campbell's Oven Sauces Classic Roasted Chicken Cooking Sauce, 12 oz",051000215185,"A delicious meal for your family in 45 minutesOven-baked dinner with little prep! Follow the package directions or get creative with your favorite proteins, starches and veggiesGreat served with vegetables or potatoesEnjoy a restaurant-quality dishComfort food doesn? t get much tastier or easier than this. No need to measure spices? just add chicken, potatoes and vegetables and pour Campbell's &reg; Oven Sauces Classic Roasted Chicken and bake. Enjoy this classic with friends and family.",Campbell Soup Company,,1.89,16.24,"['https://jetimages.jetcdn.net/md5/5649b9735d3d5b9ac57b1e1635f269b3.500', 'https://target.scene7.com/is/image/Target/GUEST_ba434b59-4f9f-4c7f-b35b-ec39d5041855?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/e32d6b5b-60c8-4876-9917-b0a0379df262_1.6ae1591beffb22859f68273117653033.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",051000215185,Sauce,Campbell's,Oven Sauces Classic Roasted Chicken,2,"Sauces, Gravies, & Marinade",Condiments
OK,"Goldfish Cheddar Baked Snack Crackers, 30 oz",014100096559,"Cheddar.Goldfish CrackersEveryone loves Goldfish crackers ???? they're tasty and fun! With a large 30 oz carton you can always come back for more, or have enough to feed a crowd. The Snack that Smiles BackWhen it comes to Goldfish crackers, you can feel good about serving your favorite snacks. All of our cheese varieties, like cheddar, are baked with real cheese, and Goldfish crackers are made with no artificial preservatives. or flavors.The 30 oz carton is also available in Xtra Cheddar Flavor Blasted",Goldfish,,0,106.8,"['https://jetimages.jetcdn.net/md5/3f00de4ef1af21615d62700a7afd7d48.500', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/7/904557.jpg', 'https://target.scene7.com/is/image/Target/GUEST_33b208cb-475e-48c8-89da-f41a098c159e?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/df56b23a-34e0-4160-ac89-84cddef8cacd_1.2830a536399c970634ebe60eaa5ec9c9.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'http://c.shld.net/rpx/i/s/i/spin/10127449/prod_ec_2041085702', 'http://c.shld.net/rpx/i/s/i/spin/10127449/prod_ec_2041085702']",014100096559,Crackers,Goldfish,Baked Snack Crackers,44,"Crackers, Pretzels, & Rice Snacks",Snacks
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,000000004909,OTHER HERBS,,OTHER HERBS,100,Herbs,Seasonings
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,002900001604,Cashews,Nabisco Food Company,"Cashews, Lovers Mix",80,Nuts & Seeds,Legumes and nuts
OK,NA,NA,NA,NA,NA,NA,NA,NA,072745063664,Fresh Ground Chicken,Perdue,Fresh Ground Chicken,85,Chicken & Poultry,Meats
OK,NA,NA,NA,NA,NA,NA,NA,NA,041735009869,Peas,Price Chopper,Chick Peas,80,Canned & Jarred,Produce
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110911285,Baby Spinach,Simple Truth Organic,Baby Spinach,100,Fresh,Produce
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,087489600750,Snipped Green Beans,Pero Family Farms,,100,Fresh,Produce
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110428509,Milk,Simple Truth Organic,Organic Ultra-Pasteurized Whole Milk,72,Milk & Substitutes,Dairy and eggs
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110856340,Canola Oil,Kroger,"Canola Oil, Pure",80,Oil,Oil vinegar dressing
OK,Laura's Lean Beef - Beef - Ground 16.00 oz,612669316714,Find Meat And Poultry at Target.com! Laura's Lean Beef 8% Fat Ground Beef 1-lb.,Laura's Lean Beef,,0,6.99,"['http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/2/281342.jpg', 'http://scene7.targetimg1.com/is/image/Target/13435610?wid=1000&hei=1000']",612669316714,Ground Beef,Laura's,Ground Beef,65,Beef & Veal,Meats
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,002400024116,Stock,College Inn,Beef Stock,23,Soups & Broths,Prepared meals
OK,Nature Valleyâ &cent; Peak Edition Almond Butter Chocolate Granola Cups 5-2 ct Pouches,016000489837,"REAL INGREDIENTS: Granola cups are made with creamy almond butter filling and whole grain oatsWHOLESOME SNACK: Contains no artificial flavors, colors, sweeteners, or corn syrupDELICIOUS TASTE: Tasty snack to keep you going any time of the dayPERFECTLY PORTABLE: Crunchy, creamy bites for breakfast, snack time or an on-the-go invigorating treatBOX CONTAINS: 5 pouches, 1.2 oz eachNature Valley? &#162; Granola Cups Almond Butter. Peak edition. Crunchy cups with creamy almond butter filling. No artificial flav","General Mills, Inc.",,2.5,29.98,"['http://d2ul0w83gls0j4.cloudfront.net/products/10/600/1050248.jpg', 'https://jetimages.jetcdn.net/md5/8a36840c340eb14794b5b17bf41ab713.500', 'https://target.scene7.com/is/image/Target/GUEST_c545a08c-3125-4254-aa2c-1b13efd5afbf?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/6725db11-d17b-4983-acc8-8254406ce1dc_1.46370769d6603f95a728a2ce12a01716.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'https://tshop.r10s.com/888/43f/ac75/ad5f/8079/5c11/7c44/1163e989030242ac110005.png?_ex=512x512']",016000489837,Snack bar,Nature Valley,Almond Butter Granola Cups,27,Snack Bars & Meal Substitutes,Snacks
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,004133536378,Salad Dressing,Ken's,Italian Vinaigrette Italian Dressing,63,Salad Dressing,Oil vinegar dressing
OK,NA,NA,NA,NA,NA,NA,NA,NA,896863001731,Hummus,Lantana,Black Bean Hummus,80,"Dips, Salsa, & Hummus",Spreads dips
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,004157010963,Milk,Blue Diamond Almonds,"Reduced Sugar, Almond Milk",85,Milk & Substitutes,Dairy and eggs
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110797698,Eggs,Simple Truth,"Eggs, Large Brown Grade AA",90,Eggs & Substitutes,Dairy and eggs
OK,Ducktrap River of Maine - Spruce Point Smoked Atlantic Salmon 4.00 oz,082674038718,,Ducktrap River of Maine,,0,0,['http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/2/127772.jpg'],082674038718,Salmon,Ducktrap River,Smoked Atlantic Salmon,47,Prepared,Fish and seafood
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110968968,Beef,Simple Truth Organic,"Organic Ground Beef, 85% Lean, Grass Fed",54,Beef & Veal,Meats
OK,Panko Bread Crumbs - 13oz Seasoned,041387530124,,4C,NA,3.49,3.97,['https://jetimages.jetcdn.net/md5/b8eda7d82eef9e811b54feac322f5a99.500'],041387530124,Bread Crumbs,4C,,17,Toppings & Stuffing,Condiments
OK,NA,NA,NA,NA,NA,NA,NA,NA,041268160594,Hannaford Celery Hearts Cold Water Wasehd 10 Oz,Hannaford Supermarkets,Hannaford Celery Hearts Cold Water Wasehd 10 Oz,100,Fresh,Produce
OK,NA,NA,NA,NA,NA,NA,NA,NA,688267027925,Black Beans,Stop & Shop Brand,Black Beans,51,Beans & Legumes,Legumes and nuts
OK,"Strawberries, 1 lb.",850582002004,"Strawberries, 1 lb.",RED BLOSSOM SALES,,2.98,2.98,['https://i5.walmartimages.com/asr/628601fc-9204-49bd-8120-84f07fa5c832_1.086870cf84cebbb9503f84bd43783ddc.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff'],850582002004,Strawberries,Red Blossom,Strawberries,100,Fresh,Produce
OK,NA,NA,NA,NA,NA,NA,NA,NA,070038308577,Seasoning,Best Choice,Garlic Powder,70,Seasoning Mixes,Seasonings
OK,NA,NA,NA,NA,NA,NA,NA,NA,014500022530,Sweet Peas,Bird Eye,Baby Sweet Peas,100,Frozen,Produce
OK,Diet PepsiÂ&reg; Cola 6-16.9 fl. oz. Plastic Bottles,012000504068,"Now aspartame freeLight, crisp and refreshing0 calories",Pepsico,,0,69.99,"['http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/9/247529.jpg', 'http://scene7.targetimg1.com/is/image/Target/12946189?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/00ef60c9-4769-4d72-a508-9ec628e08de1_1.3a469089356ee8cf4c7079180d5b6bff.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",012000504068,Diet Cola,Pepsi,Diet Cola,1,Soda,Drinks
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110717863,Kidney Beans,Kroger,"Kidney Beans, Light Red",80,Beans & Legumes,Legumes and nuts
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,002301286481,Sushi,Southern Tsunami,"Sushi, Sampler",17,Meals & Entrees,Prepared meals
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,078970772002,Baby Spinach,Olivia's Organics,Baby spinach,100,Fresh,Produce
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,007047049647,Yogurt,Oui By Yoplait,"Yogurt, Strawberry",60,Yogurts & Dairy Drinks,Dairy and eggs
OK,"Crystal Light On The Go Lemonade Sugar Free Soft Drink Mix, 10ct",043000945025,Crystal Light On The Go Natural Lemonade (Innerpack of 10),Kraft,,0,174.99,"['https://d29pz51ispcyrv.cloudfront.net/images/I/5Lunuz036OGb5woEV.MD256.JPEG', 'http://d2ul0w83gls0j4.cloudfront.net/products/12/600/1246756.jpg', 'http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/4/342944.jpg', 'https://target.scene7.com/is/image/Target/12959534?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/eb2ce248-644d-4f73-b29d-3e1d032c7b84_1.15b01e72bf62cff8134dbb19a8162c72.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'http://c.shld.net/rpx/i/s/i/spin/10127449/prod_ec_2263044002', 'http://c.shld.net/rpx/i/s/pi/mp/21875/4858438427?src=http%3A%2F%2Fimages.factoryadvantage.com%2Fcatalog%2Fproducts%2F111%2F1113005753%2Flarge.jpg&d=ed758015ac70bce49f3f09fc664e8b5841b9f3ac', 'http://www.meijer.com/assets/product_images/styles/xlarge/1001029_043000945025_A_400.jpg']",043000945025,Drink Mix,Crystal Light,"Drink Mix, Crystal Light",35,Drink Mixes,Drinks
